school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,Dalc,health,absences,G1,G2,G3,Feature_1,Feature_2,Feature_3,romantic
GP,F,U,GT3,T,0,1.0,at_home,other,course,other,1.0,2,no,yes,no,no,no,no,no,3,4.0,2,1,5,0.0,9,10.0,11,19.0,2.0,1.0,no
GP,M,R,GT3,T,4,4.0,teacher,teacher,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,3,5.0,5,2,4,8.0,14,14.0,15,16.0,1.0,5.0,no
GP,M,U,GT3,T,2,3.0,other,other,course,mother,2.0,0,no,yes,no,no,no,yes,yes,3,3.0,3,2,1,4.0,13,12.0,13,16.0,3.0,2.0,yes
GP,F,R,GT3,T,3,4.0,services,teacher,course,father,2.0,0,no,yes,no,no,yes,yes,yes,4,2.0,2,2,5,0.0,10,11.0,12,15.0,3.0,1.0,yes
GP,F,U,GT3,T,2,1.0,services,other,reputation,mother,1.0,3,no,yes,no,yes,yes,no,yes,5,4.0,5,1,5,2.0,10,9.0,8,17.0,2.0,3.0,yes
GP,F,U,LE3,A,2,2.0,other,other,course,mother,3.0,0,no,yes,no,no,yes,yes,yes,3,2.0,2,1,5,8.0,11,10.0,11,17.0,1.0,2.0,no
GP,F,U,GT3,T,1,1.0,at_home,other,course,mother,3.0,0,no,yes,no,yes,no,yes,yes,4,3.0,3,1,4,6.0,11,12.0,13,15.0,1.0,2.0,yes
GP,F,U,LE3,T,2,2.0,other,other,course,father,1.0,0,no,yes,no,no,yes,yes,yes,3,4.0,4,1,5,2.0,13,12.0,12,17.0,1.0,3.0,yes
GP,F,U,GT3,A,3,4.0,services,other,course,father,1.0,0,no,no,no,no,yes,yes,yes,3,2.0,1,1,5,12.0,15,13.0,14,16.0,1.0,4.0,no
GP,M,U,GT3,T,2,1.0,at_home,other,course,mother,4.0,0,no,no,no,no,yes,yes,no,3,2.0,1,1,2,4.0,9,9.0,11,16.0,1.0,1.0,no
GP,F,U,GT3,A,2,2.0,other,other,home,mother,1.0,1,no,no,no,no,yes,yes,no,5,3.0,4,1,5,12.0,13,11.0,11,16.0,1.0,1.0,no
GP,M,R,GT3,T,3,4.0,at_home,teacher,course,mother,4.0,0,no,yes,no,no,yes,yes,no,5,3.0,3,1,5,2.0,12,11.0,11,15.0,2.0,1.0,yes
GP,F,U,GT3,T,4,4.0,services,at_home,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,1,5,4.0,13,14.0,15,15.0,3.0,1.0,yes
GP,M,R,GT3,T,3,4.0,at_home,other,course,mother,3.0,0,no,no,no,no,yes,yes,no,5,4.0,5,2,5,2.0,10,11.0,10,17.0,2.0,4.0,no
GP,F,R,GT3,T,1,1.0,at_home,other,course,mother,1.0,0,no,yes,no,no,yes,yes,no,5,1.0,3,1,3,0.0,14,13.0,13,16.0,2.0,1.0,no
GP,M,U,LE3,T,3,1.0,services,services,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,3,3.0,4,4,4,2.0,11,11.0,12,17.0,1.0,5.0,yes
GP,F,U,GT3,A,3,2.0,other,services,course,other,1.0,0,no,yes,no,yes,no,yes,yes,4,3.0,3,5,5,10.0,12,11.0,11,18.0,2.0,1.0,yes
GP,F,R,GT3,T,1,2.0,other,services,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,no,3,3.0,3,1,1,8.0,12,11.0,11,17.0,1.0,1.0,yes
GP,F,U,GT3,A,3,3.0,other,other,course,other,2.0,0,no,yes,no,yes,no,yes,yes,4,3.0,2,1,5,4.0,9,9.0,10,16.0,1.0,1.0,yes
GP,M,U,LE3,T,1,1.0,services,other,course,mother,1.0,2,no,no,no,no,yes,yes,no,4,4.0,4,1,5,0.0,10,10.0,10,16.0,2.0,3.0,yes
GP,F,U,GT3,T,4,4.0,teacher,teacher,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,3.0,2,1,5,6.0,13,14.0,14,15.0,1.0,1.0,no
GP,F,R,GT3,T,1,1.0,other,other,course,mother,3.0,1,no,no,no,yes,yes,yes,yes,5,3.0,5,1,1,2.0,8,9.0,9,15.0,1.0,1.0,yes
GP,M,U,GT3,T,4,3.0,teacher,services,course,father,2.0,0,yes,yes,no,no,yes,yes,yes,2,2.0,2,1,3,6.0,9,11.0,11,15.0,4.0,1.0,no
GP,F,U,GT3,A,3,3.0,services,services,home,mother,1.0,0,no,no,no,no,no,yes,no,1,3.0,2,2,1,24.0,9,8.0,9,15.0,2.0,3.0,yes
GP,M,U,GT3,T,4,4.0,services,services,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,3,1,5,0.0,15,13.0,13,16.0,3.0,3.0,no
GP,M,U,LE3,T,2,2.0,services,services,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,2,3.0,3,2,2,4.0,12,11.0,11,16.0,2.0,2.0,no
GP,F,U,GT3,T,4,4.0,teacher,services,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,2.0,2,1,5,2.0,13,13.0,13,15.0,3.0,1.0,no
GP,F,U,LE3,T,1,1.0,at_home,at_home,course,mother,1.0,0,no,no,no,no,yes,yes,yes,3,4.0,4,3,1,4.0,10,11.0,11,16.0,1.0,3.0,no
GP,M,U,GT3,T,2,1.0,other,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,4.0,5,1,5,22.0,9,7.0,6,17.0,1.0,2.0,no
GP,F,U,GT3,T,1,1.0,other,services,course,father,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,2,1,5,0.0,12,12.0,12,15.0,2.0,2.0,no
GP,F,U,LE3,A,2,1.0,at_home,other,home,mother,2.0,0,no,yes,no,yes,yes,no,yes,4,4.0,2,1,5,0.0,11,11.0,10,15.0,1.0,1.0,yes
GP,F,U,GT3,T,3,2.0,health,services,home,father,1.0,1,no,yes,no,no,yes,yes,yes,3,3.0,2,1,3,2.0,11,11.0,11,15.0,2.0,1.0,no
GP,F,U,GT3,T,1,2.0,at_home,other,course,mother,1.0,0,no,yes,no,no,no,yes,yes,4,3.0,2,1,5,6.0,13,12.0,13,15.0,2.0,1.0,no
GP,F,U,GT3,T,1,2.0,at_home,services,course,father,1.0,0,no,no,no,no,no,yes,no,2,3.0,4,2,1,6.0,11,11.0,11,15.0,2.0,4.0,yes
GP,M,U,GT3,T,4,4.0,teacher,teacher,course,mother,1.0,0,no,yes,no,no,yes,no,yes,3,3.0,2,2,5,16.0,9,9.0,8,16.0,1.0,1.0,yes
GP,M,U,LE3,A,2,1.0,services,other,course,mother,4.0,0,no,no,no,no,yes,yes,yes,4,5.0,5,2,5,0.0,12,11.0,11,15.0,1.0,5.0,no
GP,M,U,LE3,T,1,1.0,other,other,course,mother,1.0,2,no,no,no,no,yes,no,yes,2,3.0,5,2,4,0.0,11,9.0,0,17.0,2.0,5.0,yes
GP,M,U,LE3,T,2,1.0,at_home,other,course,mother,1.0,1,no,no,no,yes,yes,yes,no,4,3.0,4,3,5,6.0,9,10.0,10,16.0,1.0,5.0,yes
GP,F,R,GT3,T,3,2.0,services,services,reputation,other,2.0,0,no,yes,yes,yes,yes,yes,yes,4,2.0,1,2,3,2.0,13,13.0,13,17.0,3.0,3.0,yes
GP,M,U,GT3,T,3,2.0,services,at_home,home,mother,1.0,0,no,yes,no,no,yes,no,yes,4,5.0,4,1,4,2.0,11,9.0,11,19.0,1.0,1.0,yes
GP,F,U,GT3,T,4,4.0,other,teacher,course,mother,1.0,0,yes,yes,no,no,yes,yes,no,4,2.0,1,1,4,0.0,13,13.0,13,17.0,1.0,1.0,yes
GP,M,R,GT3,T,2,3.0,at_home,services,course,mother,1.0,0,yes,no,yes,yes,yes,yes,no,4,4.0,4,1,1,0.0,7,11.0,8,15.0,2.0,1.0,no
GP,M,R,LE3,T,1,2.0,other,other,reputation,mother,1.0,3,no,no,no,no,yes,yes,no,2,2.0,2,3,5,14.0,9,8.0,10,17.0,1.0,1.0,no
GP,F,R,GT3,T,1,2.0,at_home,other,course,mother,3.0,3,no,yes,no,yes,no,yes,no,5,2.0,5,1,4,6.0,11,11.0,11,18.0,1.0,1.0,no
GP,M,R,GT3,T,2,2.0,at_home,other,course,mother,3.0,0,no,no,no,no,no,yes,no,4,2.0,2,1,3,4.0,12,10.0,11,16.0,1.0,2.0,no
GP,M,U,GT3,T,3,3.0,other,services,course,father,1.0,1,no,yes,no,no,yes,yes,yes,4,5.0,5,4,5,0.0,10,10.0,1,16.0,2.0,4.0,yes
GP,M,U,LE3,T,1,2.0,health,services,course,mother,1.0,2,no,no,no,no,no,yes,yes,4,4.0,5,3,5,0.0,9,8.0,10,16.0,1.0,5.0,no
GP,M,R,LE3,T,2,1.0,at_home,other,course,mother,2.0,1,no,no,yes,yes,yes,no,yes,3,3.0,2,2,5,8.0,8,8.0,9,17.0,1.0,2.0,yes
GP,M,R,GT3,T,3,2.0,other,other,course,mother,2.0,2,yes,yes,no,no,yes,yes,yes,4,4.0,4,1,3,4.0,7,6.0,8,17.0,2.0,4.0,yes
GP,M,U,LE3,T,1,2.0,other,other,course,mother,2.0,0,no,no,no,yes,yes,yes,no,4,3.0,4,2,5,2.0,8,9.0,10,17.0,1.0,4.0,no
GP,M,U,GT3,T,1,3.0,at_home,services,course,father,1.0,1,no,no,no,no,yes,no,yes,5,3.0,3,1,2,2.0,9,8.0,8,16.0,1.0,4.0,no
GP,M,R,LE3,T,1,1.0,other,services,course,mother,4.0,0,no,no,no,yes,yes,no,no,5,3.0,5,1,5,0.0,8,8.0,8,17.0,2.0,5.0,yes
GP,M,U,GT3,T,3,2.0,services,services,course,mother,2.0,3,no,yes,no,yes,no,no,no,4,5.0,2,1,2,10.0,8,7.0,8,17.0,1.0,1.0,no
GP,M,U,GT3,T,2,2.0,other,other,course,father,1.0,0,no,no,no,no,yes,no,yes,4,3.0,5,2,4,0.0,9,10.0,11,16.0,2.0,4.0,no
GP,F,U,GT3,T,4,2.0,health,services,home,father,1.0,0,no,no,no,no,yes,yes,yes,4,2.0,3,1,3,0.0,17,17.0,18,16.0,2.0,1.0,yes
GP,F,U,GT3,T,2,2.0,other,other,home,mother,1.0,0,no,yes,no,no,no,yes,yes,5,1.0,5,1,4,0.0,12,12.0,13,16.0,2.0,1.0,no
GP,F,U,GT3,T,4,4.0,health,health,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,2,1,3,0.0,16,16.0,17,16.0,2.0,1.0,yes
GP,M,U,GT3,T,3,4.0,other,other,course,father,3.0,1,no,yes,no,yes,no,yes,yes,3,4.0,5,2,2,4.0,9,9.0,10,16.0,1.0,4.0,no
GP,M,U,GT3,T,1,2.0,other,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,2,1,3,0.0,16,17.0,18,16.0,2.0,1.0,yes
GP,M,U,LE3,T,4,4.0,teacher,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,4,1,5,0.0,11,9.0,10,17.0,2.0,3.0,no
GP,F,U,GT3,T,1,3.0,at_home,services,home,mother,1.0,0,no,no,no,yes,no,yes,yes,4,3.0,5,1,3,0.0,14,13.0,13,17.0,2.0,1.0,yes
GP,F,U,LE3,T,3,3.0,other,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,5,1,4,0.0,14,14.0,15,16.0,2.0,1.0,no
GP,M,U,LE3,T,4,3.0,teacher,other,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,4.0,4,4,4,0.0,10,11.0,11,17.0,2.0,4.0,no
GP,F,U,GT3,T,2,2.0,services,other,reputation,mother,2.0,0,no,no,no,yes,no,yes,yes,3,4.0,4,1,5,0.0,13,12.0,14,16.0,2.0,4.0,no
GP,M,U,GT3,T,3,3.0,other,other,reputation,father,1.0,0,no,no,no,yes,no,yes,yes,4,3.0,4,1,4,2.0,11,9.0,10,17.0,2.0,4.0,no
GP,M,R,GT3,T,4,2.0,teacher,services,other,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,3,3,8.0,10,9.0,11,16.0,1.0,4.0,yes
GP,M,U,GT3,T,4,2.0,other,other,course,mother,1.0,0,no,yes,yes,yes,yes,yes,yes,5,2.0,3,1,2,4.0,11,11.0,13,17.0,2.0,1.0,yes
GP,M,U,GT3,T,4,3.0,teacher,other,home,mother,1.0,0,no,yes,yes,yes,yes,yes,yes,3,4.0,3,2,3,4.0,11,10.0,11,16.0,2.0,3.0,no
GP,M,U,GT3,T,3,3.0,services,other,home,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,2.0,3,1,3,0.0,11,12.0,13,16.0,2.0,2.0,yes
GP,F,U,GT3,T,2,4.0,services,services,reputation,father,1.0,0,no,yes,no,yes,yes,yes,no,5,4.0,2,2,5,0.0,17,18.0,17,17.0,2.0,3.0,no
GP,F,U,LE3,T,3,3.0,other,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,3.0,3,2,1,32.0,14,13.0,14,17.0,2.0,3.0,yes
GP,F,U,GT3,T,3,2.0,other,other,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,1,2.0,2,1,1,2.0,14,15.0,16,16.0,2.0,2.0,no
GP,M,U,GT3,T,3,3.0,services,services,other,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,4,2,4,6.0,11,13.0,14,17.0,2.0,1.0,yes
GP,M,U,GT3,T,1,2.0,services,services,other,mother,1.0,0,no,yes,no,yes,yes,yes,yes,3,3.0,3,1,3,2.0,10,9.0,11,16.0,1.0,2.0,yes
GP,M,U,LE3,T,2,1.0,other,other,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,2.0,3,1,5,0.0,13,14.0,16,16.0,2.0,2.0,yes
GP,F,U,GT3,A,3,3.0,health,other,reputation,mother,1.0,0,no,yes,no,no,no,yes,yes,3,3.0,3,1,3,10.0,12,13.0,14,17.0,2.0,3.0,yes
GP,M,R,GT3,T,1,2.0,at_home,other,home,mother,1.0,0,no,no,no,no,yes,yes,no,3,1.0,3,1,3,6.0,9,9.0,10,17.0,2.0,5.0,no
GP,F,U,GT3,T,2,2.0,services,services,course,mother,1.0,0,no,no,no,no,yes,yes,yes,4,3.0,3,1,2,6.0,12,12.0,13,16.0,2.0,1.0,no
GP,F,U,GT3,T,1,1.0,at_home,services,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,3,1,3,2.0,12,11.0,12,17.0,2.0,1.0,no
GP,M,U,GT3,T,1,2.0,at_home,services,other,other,2.0,0,no,no,no,yes,no,yes,yes,4,4.0,4,4,5,16.0,10,11.0,12,17.0,2.0,5.0,no
GP,M,R,GT3,T,3,3.0,services,services,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,2,3,5,0.0,11,10.0,10,17.0,1.0,4.0,no
GP,M,U,GT3,T,2,3.0,other,other,home,father,2.0,0,no,no,no,no,yes,yes,yes,5,3.0,3,1,3,0.0,13,12.0,12,16.0,1.0,1.0,no
GP,F,U,LE3,T,2,4.0,services,services,course,father,1.0,0,no,no,no,yes,yes,yes,yes,4,3.0,2,1,5,8.0,14,15.0,16,17.0,2.0,1.0,yes
GP,M,U,GT3,T,4,4.0,services,teacher,home,mother,1.0,0,no,no,no,no,yes,yes,yes,5,2.0,3,1,5,4.0,13,13.0,14,17.0,1.0,2.0,no
GP,M,R,LE3,T,3,3.0,teacher,other,home,father,3.0,0,no,yes,no,yes,yes,yes,yes,3,3.0,4,3,3,16.0,10,11.0,12,16.0,1.0,5.0,no
GP,F,U,GT3,T,4,2.0,services,teacher,home,mother,2.0,1,no,yes,no,no,yes,yes,yes,4,2.0,4,2,2,30.0,14,15.0,16,17.0,1.0,3.0,no
GP,F,U,LE3,T,4,4.0,teacher,teacher,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,5.0,2,1,3,0.0,11,10.0,11,16.0,2.0,2.0,no
GP,F,U,GT3,T,4,3.0,health,other,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,5,1,2,2.0,14,14.0,15,16.0,2.0,5.0,no
GP,F,U,GT3,T,2,3.0,other,other,reputation,mother,1.0,0,yes,yes,no,yes,yes,yes,no,4,4.0,3,1,4,4.0,11,12.0,12,16.0,2.0,3.0,no
GP,F,U,GT3,T,1,1.0,other,other,course,mother,1.0,0,no,yes,no,no,no,yes,no,4,4.0,4,1,1,0.0,14,15.0,15,17.0,2.0,3.0,no
GP,F,R,GT3,T,2,2.0,other,other,reputation,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,3.0,2,1,3,21.0,13,13.0,13,17.0,1.0,2.0,no
GP,F,R,GT3,T,2,2.0,services,services,reputation,mother,2.0,0,no,yes,no,yes,no,yes,yes,5,3.0,5,1,5,2.0,13,13.0,13,16.0,4.0,1.0,no
GP,F,U,GT3,T,3,4.0,at_home,services,home,mother,1.0,1,no,yes,yes,no,yes,yes,yes,4,4.0,3,3,5,14.0,8,9.0,8,17.0,3.0,4.0,yes
GP,F,U,GT3,A,3,1.0,services,other,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,2,3.0,3,2,4,2.0,11,11.0,12,16.0,2.0,2.0,no
GP,F,U,GT3,T,4,3.0,teacher,other,other,mother,1.0,0,no,no,no,yes,yes,yes,yes,1,3.0,2,1,1,4.0,14,15.0,15,16.0,2.0,1.0,yes
GP,F,U,GT3,T,1,1.0,at_home,other,home,mother,2.0,0,no,yes,no,no,yes,yes,no,4,3.0,2,1,5,2.0,12,13.0,13,16.0,1.0,4.0,no
GP,F,R,GT3,T,4,2.0,teacher,other,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,2,1,4,0.0,11,12.0,12,17.0,3.0,1.0,yes
GP,F,U,GT3,T,3,3.0,other,other,reputation,other,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,1,3,4.0,12,12.0,12,19.0,4.0,2.0,no
GP,M,U,GT3,T,4,4.0,services,other,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,3.0,5,4,3,15.0,13,12.0,12,17.0,2.0,5.0,yes
GP,F,U,GT3,A,2,2.0,other,other,reputation,mother,1.0,0,yes,yes,no,no,yes,yes,yes,3,3.0,4,1,4,0.0,13,13.0,13,16.0,2.0,1.0,no
GP,M,U,GT3,T,2,2.0,services,other,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,4,2,5,10.0,12,11.0,11,18.0,2.0,4.0,no
GP,F,R,LE3,T,4,4.0,services,other,other,mother,1.0,0,no,yes,no,no,yes,yes,no,5,2.0,1,1,3,6.0,12,11.0,11,17.0,1.0,2.0,no
GP,F,U,LE3,T,3,2.0,other,other,reputation,mother,2.0,0,no,no,no,no,yes,yes,yes,4,4.0,4,1,1,2.0,14,16.0,15,17.0,2.0,3.0,no
GP,F,U,GT3,T,4,3.0,other,other,reputation,mother,1.0,0,no,no,no,no,yes,yes,yes,3,4.0,5,2,1,16.0,11,9.0,10,17.0,2.0,4.0,yes
GP,M,U,LE3,T,3,3.0,services,health,home,father,1.0,0,no,yes,no,no,yes,yes,yes,3,2.0,4,2,4,10.0,10,10.0,10,18.0,2.0,4.0,no
GP,F,U,GT3,T,2,3.0,at_home,other,home,father,2.0,0,no,yes,no,no,yes,yes,no,3,3.0,3,1,3,4.0,12,11.0,13,17.0,1.0,4.0,no
GP,F,U,GT3,T,2,2.0,at_home,at_home,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,3,1,4,0.0,12,12.0,13,17.0,3.0,1.0,no
GP,F,R,GT3,T,2,1.0,at_home,services,reputation,mother,2.0,0,no,yes,no,yes,yes,yes,yes,4,3.0,5,1,5,0.0,11,10.0,11,17.0,2.0,2.0,no
GP,F,U,GT3,T,1,1.0,at_home,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,no,4,3.0,4,1,5,12.0,12,12.0,12,17.0,3.0,1.0,yes
GP,F,U,GT3,T,2,2.0,services,teacher,other,mother,1.0,0,yes,no,no,no,yes,yes,yes,2,3.0,1,1,3,0.0,13,13.0,14,16.0,2.0,1.0,no
GP,M,U,GT3,T,2,2.0,other,other,home,mother,2.0,3,no,yes,yes,no,yes,yes,yes,3,3.0,3,5,4,9.0,10,9.0,10,18.0,2.0,5.0,no
GP,F,U,GT3,T,4,4.0,teacher,services,home,mother,1.0,0,no,yes,no,yes,no,yes,yes,5,3.0,2,1,5,4.0,15,16.0,16,16.0,2.0,1.0,no
GP,F,R,GT3,T,3,1.0,other,other,reputation,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,3,1,4,4.0,8,8.0,8,18.0,2.0,1.0,yes
GP,F,U,GT3,T,3,2.0,other,other,course,mother,1.0,0,no,no,no,yes,no,yes,yes,5,3.0,4,1,3,2.0,17,18.0,17,17.0,2.0,3.0,no
GP,M,U,LE3,T,2,3.0,services,services,reputation,father,1.0,0,no,yes,no,no,no,yes,yes,5,3.0,3,1,3,0.0,10,11.0,11,17.0,2.0,3.0,no
GP,M,U,LE3,T,2,1.0,at_home,other,course,mother,4.0,0,yes,yes,no,yes,yes,yes,yes,4,3.0,2,4,3,2.0,9,10.0,11,18.0,2.0,5.0,yes
GP,F,U,GT3,A,2,1.0,other,other,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,3,2.0,3,1,3,0.0,15,15.0,16,17.0,3.0,2.0,yes
GP,F,U,LE3,T,4,3.0,health,other,reputation,father,1.0,0,no,no,no,yes,yes,yes,yes,3,2.0,3,1,3,0.0,14,12.0,12,17.0,2.0,2.0,yes
GP,M,R,GT3,T,2,2.0,other,other,course,father,2.0,0,no,yes,no,yes,yes,yes,yes,4,5.0,2,1,1,0.0,12,13.0,13,17.0,2.0,1.0,no
GP,M,U,GT3,T,4,2.0,teacher,teacher,reputation,mother,1.0,0,yes,yes,no,yes,yes,yes,yes,4,5.0,5,1,2,0.0,13,13.0,13,17.0,2.0,3.0,yes
GP,M,U,GT3,T,4,4.0,health,other,reputation,father,1.0,0,no,yes,no,yes,yes,yes,yes,4,2.0,4,2,1,0.0,13,13.0,14,16.0,2.0,4.0,no
GP,M,U,LE3,T,1,1.0,other,other,home,mother,2.0,0,no,yes,no,no,yes,yes,yes,3,4.0,2,1,5,2.0,9,9.0,9,16.0,2.0,1.0,no
GP,M,U,GT3,T,3,2.0,at_home,other,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,5,3.0,3,1,2,0.0,12,12.0,12,16.0,3.0,3.0,yes
GP,M,U,LE3,T,2,2.0,other,other,home,father,1.0,0,no,no,no,yes,no,yes,yes,4,4.0,2,5,4,0.0,16,16.0,16,17.0,2.0,5.0,yes
GP,F,U,GT3,T,2,1.0,other,other,home,mother,1.0,0,no,no,no,no,yes,yes,yes,4,5.0,2,1,5,4.0,9,10.0,10,16.0,1.0,1.0,yes
GP,F,U,GT3,A,4,1.0,other,other,home,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,3,1,5,0.0,14,13.0,13,16.0,2.0,2.0,yes
GP,F,U,GT3,A,2,2.0,services,other,course,mother,2.0,1,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,18.0,10,10.0,10,18.0,2.0,1.0,no
GP,F,U,LE3,T,2,2.0,at_home,services,course,mother,1.0,1,no,yes,no,no,no,yes,yes,5,3.0,1,1,5,16.0,9,8.0,10,18.0,2.0,1.0,yes
GP,F,U,GT3,T,3,3.0,other,other,course,mother,2.0,1,no,no,no,no,yes,no,yes,4,1.0,1,1,3,14.0,8,7.0,7,18.0,1.0,1.0,no
