school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,Dalc,health,absences,G1,G2,G3,Feature_1,Feature_2,Feature_3,romantic
MS,F,R,LE3,T,1,2.0,other,other,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,5,4.0,5,1,2,0.0,14,14.0,15,16.0,1.0,4.0,no
MS,F,U,GT3,A,2,4.0,other,services,reputation,father,1.0,1,no,yes,no,no,yes,yes,yes,2,3.0,2,1,1,8.0,8,5.0,8,18.0,2.0,3.0,no
MS,M,R,GT3,T,2,1.0,other,services,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,5,2.0,1,1,2,0.0,8,7.0,0,16.0,2.0,1.0,no
MS,F,U,LE3,T,1,1.0,at_home,other,other,mother,3.0,0,no,yes,no,no,yes,yes,yes,4,3.0,2,1,5,6.0,6,8.0,8,16.0,2.0,1.0,no
MS,F,R,GT3,T,2,3.0,at_home,services,other,mother,2.0,0,no,yes,no,yes,yes,yes,yes,3,3.0,3,1,2,0.0,8,10.0,10,16.0,2.0,1.0,no
MS,F,U,GT3,T,4,4.0,health,health,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,4,1,3,4.0,8,8.0,8,16.0,2.0,2.0,yes
MS,M,U,GT3,T,4,4.0,at_home,health,home,mother,1.0,0,no,yes,no,yes,yes,no,yes,5,5.0,5,5,5,2.0,5,6.0,6,18.0,4.0,5.0,yes
MS,F,R,LE3,T,3,4.0,at_home,other,other,mother,3.0,0,no,yes,no,no,no,yes,no,4,2.0,1,1,2,2.0,7,9.0,8,16.0,2.0,1.0,no
MS,M,U,LE3,T,4,4.0,other,services,home,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,4.0,3,1,5,0.0,15,14.0,16,17.0,3.0,2.0,no
MS,F,R,GT3,T,4,1.0,other,other,other,mother,1.0,0,no,no,no,no,yes,yes,yes,4,2.0,3,1,5,2.0,13,14.0,14,17.0,1.0,2.0,yes
MS,M,U,LE3,T,2,2.0,services,services,other,mother,4.0,0,no,no,no,no,yes,yes,no,5,1.0,3,2,3,0.0,10,9.0,10,16.0,3.0,2.0,no
MS,F,R,GT3,T,2,2.0,at_home,other,other,mother,1.0,0,no,yes,yes,no,yes,yes,yes,5,1.0,3,1,5,5.0,9,9.0,9,17.0,1.0,2.0,no
MS,F,U,LE3,T,4,2.0,services,services,other,father,2.0,0,no,yes,no,no,yes,yes,no,5,3.0,3,1,5,1.0,11,11.0,11,16.0,1.0,2.0,no
MS,M,U,GT3,T,3,3.0,services,services,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,4,1.0,4,5,3,8.0,7,10.0,9,17.0,1.0,5.0,no
MS,M,U,GT3,T,1,1.0,at_home,services,other,mother,3.0,0,no,no,no,no,yes,yes,yes,5,1.0,3,3,1,2.0,10,10.0,10,17.0,2.0,3.0,yes
MS,M,U,GT3,T,2,2.0,health,services,other,mother,2.0,0,no,no,no,no,no,yes,yes,4,2.0,2,1,5,2.0,9,7.0,8,16.0,2.0,4.0,yes
MS,F,U,LE3,T,2,1.0,other,services,other,mother,1.0,0,no,no,no,no,yes,yes,yes,3,3.0,2,1,3,2.0,14,15.0,16,16.0,2.0,1.0,yes
MS,M,U,LE3,T,4,4.0,teacher,health,other,father,1.0,0,no,yes,no,no,yes,yes,yes,4,1.0,2,2,5,0.0,11,12.0,12,16.0,1.0,5.0,no
MS,M,R,GT3,T,1,2.0,other,services,course,mother,3.0,0,no,yes,no,yes,yes,yes,no,5,3.0,5,1,5,11.0,9,11.0,10,15.0,2.0,3.0,no
MS,M,U,LE3,A,2,2.0,other,other,reputation,mother,3.0,0,no,yes,no,yes,yes,yes,no,5,4.0,5,2,5,8.0,13,14.0,14,15.0,4.0,3.0,no
MS,M,U,GT3,A,2,1.0,services,services,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,3.0,3,1,5,11.0,12,13.0,12,15.0,1.0,2.0,no
MS,F,R,LE3,T,2,2.0,other,other,course,mother,1.0,0,no,yes,no,no,no,yes,no,4,3.0,3,2,5,2.0,11,11.0,11,16.0,3.0,2.0,yes
MS,F,U,LE3,T,4,1.0,other,other,home,mother,1.0,0,no,yes,no,yes,yes,yes,yes,1,2.0,4,2,1,8.0,9,10.0,10,16.0,2.0,1.0,no
MS,F,U,GT3,T,3,2.0,at_home,other,home,mother,2.0,0,no,no,no,no,yes,yes,no,4,3.0,3,2,1,5.0,9,11.0,11,17.0,1.0,2.0,yes
MS,F,R,GT3,T,2,2.0,other,other,other,mother,2.0,0,yes,no,yes,no,yes,yes,no,5,1.0,3,1,5,0.0,11,9.0,11,17.0,2.0,1.0,no
MS,F,U,GT3,T,4,4.0,teacher,services,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,5,3.0,5,1,5,1.0,10,11.0,12,16.0,3.0,4.0,yes
MS,M,R,GT3,T,4,4.0,health,other,course,father,3.0,3,no,no,no,yes,yes,yes,yes,3,3.0,3,1,5,2.0,9,9.0,8,17.0,1.0,3.0,yes
MS,M,R,LE3,T,1,3.0,other,other,course,father,2.0,0,no,no,no,yes,yes,yes,no,5,1.0,2,3,5,2.0,12,11.0,12,17.0,1.0,3.0,yes
MS,M,U,GT3,T,3,4.0,services,other,other,mother,1.0,1,no,yes,no,yes,no,yes,yes,5,4.0,4,3,5,8.0,8,9.0,8,17.0,2.0,4.0,yes
MS,F,U,GT3,T,4,4.0,health,health,course,father,1.0,0,no,yes,no,no,yes,yes,yes,5,2.0,5,1,5,2.0,13,15.0,16,17.0,2.0,1.0,no
MS,M,R,LE3,T,4,2.0,other,at_home,other,father,1.0,0,no,no,no,no,yes,yes,yes,4,1.0,2,2,2,0.0,10,11.0,11,16.0,1.0,1.0,no
MS,F,U,GT3,A,1,2.0,at_home,at_home,other,mother,1.0,0,no,no,no,yes,yes,yes,yes,4,5.0,5,1,3,2.0,11,10.0,11,17.0,2.0,1.0,yes
MS,F,R,GT3,T,4,2.0,other,other,course,mother,2.0,0,yes,yes,no,no,no,yes,yes,4,3.0,3,2,5,0.0,17,18.0,18,17.0,2.0,3.0,no
MS,M,U,LE3,A,2,2.0,other,services,course,father,2.0,0,no,yes,no,no,no,yes,yes,4,1.0,2,2,5,0.0,12,13.0,13,17.0,2.0,1.0,yes
MS,M,U,GT3,T,3,2.0,other,other,other,father,2.0,0,no,yes,yes,no,yes,yes,yes,4,1.0,2,2,1,0.0,13,14.0,13,17.0,2.0,2.0,no
MS,M,U,GT3,T,1,1.0,other,other,other,mother,1.0,2,no,yes,no,yes,yes,yes,yes,4,4.0,3,3,4,2.0,9,9.0,10,19.0,2.0,4.0,no
MS,M,U,LE3,A,1,0.0,other,other,home,mother,1.0,0,no,no,no,no,yes,yes,no,4,1.0,2,1,5,4.0,11,11.0,12,17.0,1.0,1.0,yes
MS,F,R,GT3,T,1,1.0,at_home,at_home,course,father,2.0,0,no,yes,no,yes,yes,no,yes,3,5.0,5,2,4,2.0,10,11.0,10,17.0,1.0,2.0,yes
MS,F,R,GT3,T,1,2.0,other,other,home,father,1.0,0,yes,yes,no,no,no,yes,yes,4,3.0,4,1,3,5.0,13,14.0,13,16.0,3.0,1.0,yes
MS,M,R,LE3,T,1,2.0,other,at_home,course,mother,1.0,0,no,no,no,no,yes,yes,no,4,4.0,4,2,5,4.0,9,10.0,11,16.0,1.0,4.0,no
MS,F,R,GT3,T,3,1.0,other,other,course,mother,1.0,3,no,yes,no,yes,no,yes,yes,5,4.0,4,1,5,2.0,7,9.0,10,17.0,2.0,1.0,yes
MS,M,R,GT3,T,2,2.0,other,other,course,mother,2.0,0,no,no,no,yes,yes,no,no,5,5.0,5,3,5,0.0,8,13.0,10,17.0,1.0,5.0,yes
MS,M,R,GT3,T,1,0.0,at_home,at_home,course,other,3.0,1,yes,yes,no,no,yes,yes,no,4,3.0,2,1,4,0.0,12,12.0,13,18.0,1.0,1.0,no
MS,M,R,GT3,T,1,1.0,other,services,course,mother,2.0,0,no,yes,no,yes,no,yes,yes,4,5.0,5,1,2,2.0,10,9.0,10,17.0,1.0,3.0,yes
MS,M,U,LE3,T,1,1.0,at_home,at_home,course,mother,2.0,0,no,yes,no,yes,yes,yes,no,4,3.0,3,1,5,2.0,10,9.0,10,18.0,2.0,4.0,no
MS,F,R,LE3,T,2,2.0,other,services,course,father,1.0,0,no,no,no,yes,yes,yes,no,5,4.0,3,1,1,0.0,11,13.0,12,16.0,2.0,1.0,yes
MS,M,U,GT3,T,2,2.0,other,other,course,mother,1.0,1,no,no,no,yes,yes,yes,no,1,2.0,1,2,5,0.0,7,0.0,0,17.0,2.0,3.0,yes
MS,M,R,GT3,T,3,2.0,services,other,course,father,2.0,0,no,no,no,no,yes,yes,yes,4,5.0,5,2,5,2.0,11,9.0,10,16.0,1.0,3.0,no
MS,M,R,LE3,T,1,1.0,at_home,other,course,mother,2.0,0,no,no,no,yes,yes,yes,yes,4,3.0,5,2,5,0.0,10,10.0,9,16.0,1.0,4.0,no
MS,M,R,GT3,T,1,1.0,services,other,course,other,2.0,1,no,yes,no,no,yes,no,yes,5,3.0,3,2,5,2.0,9,7.0,9,18.0,1.0,3.0,yes
MS,M,R,GT3,T,3,2.0,services,other,course,mother,1.0,1,no,no,no,no,yes,no,yes,2,3.0,1,2,5,0.0,4,0.0,0,18.0,1.0,2.0,no
MS,M,U,GT3,T,3,2.0,at_home,services,course,mother,2.0,3,no,no,no,yes,yes,yes,no,3,2.0,1,1,3,4.0,6,11.0,9,19.0,1.0,1.0,no
MS,M,U,GT3,T,3,3.0,at_home,at_home,course,mother,1.0,2,no,yes,no,yes,yes,no,yes,4,4.0,5,1,3,9.0,4,8.0,8,18.0,2.0,3.0,no
MS,M,R,GT3,T,2,2.0,services,services,course,mother,2.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,3,2,4,6.0,7,8.0,8,16.0,1.0,4.0,yes
MS,M,U,GT3,T,2,1.0,at_home,other,course,other,2.0,3,no,no,no,yes,no,no,yes,4,4.0,3,1,5,4.0,8,9.0,9,19.0,1.0,3.0,yes
MS,F,U,GT3,A,3,2.0,services,at_home,course,mother,2.0,2,no,yes,no,yes,yes,yes,no,2,5.0,5,1,1,8.0,5,5.0,7,16.0,2.0,1.0,yes
MS,F,U,GT3,T,1,1.0,other,at_home,course,mother,1.0,0,no,yes,no,yes,yes,yes,no,4,3.0,2,1,5,9.0,7,9.0,10,17.0,1.0,2.0,no
MS,M,R,GT3,T,1,1.0,other,other,course,other,2.0,1,no,yes,no,no,yes,no,yes,4,4.0,3,2,4,12.0,8,11.0,10,20.0,1.0,1.0,yes
MS,F,R,GT3,A,4,3.0,services,services,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,5,4.0,4,3,2,8.0,10,11.0,10,18.0,1.0,4.0,no
MS,M,R,GT3,T,3,2.0,other,other,course,mother,1.0,0,no,yes,no,no,no,yes,yes,2,5.0,5,5,5,8.0,9,10.0,11,18.0,1.0,5.0,no
MS,M,R,GT3,T,1,1.0,other,services,home,other,3.0,1,no,no,no,no,yes,yes,yes,5,3.0,4,3,2,8.0,10,11.0,11,19.0,2.0,3.0,no
MS,M,U,GT3,T,3,2.0,health,other,course,mother,2.0,1,no,yes,no,no,yes,yes,yes,4,5.0,4,2,3,4.0,8,9.0,10,17.0,2.0,3.0,no
MS,M,U,LE3,T,1,3.0,at_home,services,course,mother,1.0,0,no,no,no,no,yes,yes,yes,4,3.0,3,2,3,0.0,9,10.0,9,18.0,1.0,3.0,yes
MS,M,R,GT3,T,1,1.0,other,other,home,other,3.0,1,no,yes,no,no,yes,yes,yes,4,4.0,4,3,5,4.0,8,9.0,10,19.0,1.0,1.0,no
MS,F,U,GT3,A,1,2.0,at_home,other,course,mother,2.0,2,no,yes,no,no,yes,yes,no,4,3.0,3,1,5,2.0,6,8.0,8,18.0,2.0,1.0,no
MS,F,U,LE3,A,1,2.0,at_home,other,course,mother,1.0,0,no,yes,no,no,yes,yes,no,1,4.0,4,1,5,0.0,6,8.0,7,19.0,1.0,1.0,no
MS,F,R,GT3,T,2,2.0,other,other,other,mother,2.0,1,no,no,no,no,yes,no,yes,5,3.0,5,1,3,2.0,8,6.0,0,18.0,1.0,1.0,yes
MS,F,R,GT3,T,0,0.0,at_home,other,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,4.0,3,1,5,0.0,10,11.0,11,17.0,1.0,1.0,no
MS,F,R,GT3,A,3,1.0,other,at_home,course,other,2.0,0,no,yes,yes,no,yes,no,no,4,2.0,3,2,3,5.0,8,11.0,8,17.0,3.0,2.0,no
MS,F,U,GT3,T,4,2.0,teacher,services,home,mother,1.0,0,yes,yes,no,yes,yes,yes,yes,5,5.0,5,1,5,0.0,8,11.0,0,17.0,2.0,3.0,no
MS,F,R,LE3,T,2,2.0,services,services,course,mother,1.0,1,no,yes,no,yes,yes,yes,yes,2,3.0,3,1,4,3.0,7,6.0,8,18.0,2.0,2.0,no
MS,F,U,GT3,T,4,1.0,health,at_home,course,mother,1.0,0,no,yes,no,no,yes,yes,no,3,2.0,2,1,5,0.0,8,10.0,9,17.0,1.0,1.0,yes
MS,F,U,LE3,T,1,2.0,at_home,other,course,father,1.0,0,no,no,no,no,yes,yes,yes,5,5.0,1,1,3,0.0,7,10.0,10,17.0,1.0,1.0,no
MS,F,U,GT3,T,1,1.0,other,other,course,mother,3.0,2,no,no,no,yes,yes,yes,no,3,4.0,4,2,5,2.0,7,11.0,7,18.0,2.0,2.0,yes
MS,F,U,GT3,T,2,2.0,services,at_home,reputation,father,2.0,0,no,no,no,yes,no,yes,yes,4,3.0,5,1,1,2.0,12,13.0,14,18.0,2.0,1.0,no
MS,F,U,GT3,T,3,3.0,services,services,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,4,0.0,11,12.0,13,17.0,1.0,1.0,no
MS,F,U,LE3,A,1,2.0,at_home,other,reputation,mother,1.0,0,no,no,no,no,yes,yes,yes,4,4.0,3,1,4,0.0,12,13.0,14,18.0,2.0,2.0,no
MS,F,U,GT3,T,4,4.0,teacher,teacher,reputation,mother,2.0,0,no,no,no,yes,no,yes,yes,4,3.0,5,1,1,0.0,18,18.0,18,17.0,2.0,2.0,no
MS,M,U,LE3,T,4,4.0,services,other,reputation,mother,1.0,0,no,yes,no,yes,yes,yes,yes,5,4.0,5,1,5,3.0,17,17.0,17,17.0,1.0,1.0,no
MS,F,U,GT3,T,4,2.0,other,other,course,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,3.0,3,1,4,0.0,17,18.0,18,17.0,2.0,2.0,no
MS,F,R,GT3,T,2,2.0,at_home,other,course,mother,3.0,1,no,no,no,yes,yes,yes,no,4,3.0,3,1,4,0.0,9,0.0,0,18.0,2.0,1.0,yes
MS,M,U,LE3,T,1,2.0,at_home,services,home,mother,2.0,0,no,yes,no,no,no,yes,no,4,1.0,4,5,1,8.0,10,11.0,11,18.0,1.0,5.0,no
MS,M,R,GT3,T,4,4.0,at_home,services,other,mother,1.0,0,no,yes,yes,yes,yes,yes,yes,2,3.0,5,1,1,5.0,12,13.0,14,18.0,1.0,1.0,yes
MS,M,R,GT3,T,1,1.0,other,services,other,father,3.0,0,no,no,no,no,no,no,no,4,2.0,3,3,4,4.0,12,13.0,14,17.0,1.0,4.0,no
MS,F,U,GT3,T,2,2.0,other,other,course,mother,2.0,0,no,yes,no,no,no,yes,yes,1,3.0,1,1,2,4.0,8,8.0,10,18.0,2.0,1.0,yes
MS,F,U,LE3,T,2,2.0,services,services,course,father,2.0,0,no,no,no,no,yes,yes,yes,5,4.0,5,1,3,2.0,11,12.0,13,18.0,3.0,4.0,yes
MS,F,R,LE3,A,4,2.0,teacher,other,reputation,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,3.0,1,1,5,0.0,5,0.0,0,18.0,2.0,1.0,yes
MS,F,U,GT3,T,1,2.0,at_home,services,course,mother,1.0,1,no,no,no,no,yes,no,no,4,4.0,2,1,2,2.0,9,10.0,10,18.0,2.0,2.0,no
MS,F,U,GT3,T,1,1.0,at_home,services,other,father,2.0,1,no,no,no,no,yes,no,no,5,5.0,5,2,2,2.0,5,0.0,0,19.0,1.0,3.0,no
MS,F,U,GT3,T,4,2.0,teacher,other,course,father,2.0,0,no,no,no,no,yes,yes,yes,4,2.0,3,3,5,0.0,18,18.0,18,17.0,4.0,1.0,yes
MS,F,R,LE3,A,2,1.0,services,other,reputation,mother,2.0,0,no,no,no,yes,yes,yes,yes,5,3.0,3,1,2,2.0,11,11.0,12,17.0,2.0,2.0,yes
MS,F,U,LE3,A,1,1.0,at_home,services,course,mother,1.0,0,no,no,no,no,yes,yes,no,5,2.0,3,1,3,2.0,8,10.0,11,18.0,2.0,2.0,yes
MS,F,U,GT3,T,1,2.0,at_home,at_home,course,father,2.0,0,no,yes,no,no,yes,yes,no,4,1.0,1,1,4,0.0,11,11.0,12,18.0,2.0,1.0,no
MS,F,R,GT3,A,1,1.0,at_home,at_home,course,other,2.0,3,no,yes,no,yes,yes,no,no,3,5.0,4,1,1,0.0,8,0.0,0,17.0,2.0,4.0,yes
MS,F,R,GT3,T,2,2.0,services,other,home,mother,2.0,0,no,no,no,no,yes,yes,yes,4,2.0,1,1,4,5.0,14,14.0,15,18.0,3.0,1.0,yes
MS,M,R,GT3,T,4,3.0,services,other,home,mother,2.0,1,no,yes,yes,yes,no,yes,yes,4,3.0,5,1,2,4.0,10,11.0,11,17.0,2.0,1.0,yes
MS,F,U,GT3,T,3,3.0,services,services,course,father,1.0,0,no,yes,no,no,yes,yes,no,5,3.0,4,1,5,0.0,10,10.0,10,18.0,2.0,1.0,yes
MS,F,R,GT3,T,4,4.0,teacher,services,other,father,2.0,0,no,yes,yes,yes,yes,yes,yes,4,3.0,3,1,5,2.0,12,12.0,12,17.0,2.0,2.0,no
MS,F,U,LE3,A,3,2.0,services,other,reputation,mother,2.0,0,no,no,no,no,yes,yes,no,1,2.0,3,1,5,0.0,15,14.0,15,17.0,2.0,2.0,yes
MS,M,U,LE3,T,1,1.0,other,services,home,father,2.0,0,no,no,no,no,no,yes,yes,3,3.0,2,1,3,2.0,14,13.0,14,18.0,1.0,2.0,yes
MS,F,U,LE3,T,1,1.0,at_home,services,course,father,2.0,0,no,no,no,no,yes,yes,yes,5,3.0,2,1,4,0.0,19,17.0,18,18.0,3.0,1.0,no
MS,F,R,LE3,A,1,2.0,at_home,other,course,mother,3.0,0,no,no,no,no,yes,yes,no,4,3.0,4,1,5,0.0,16,11.0,15,18.0,2.0,4.0,yes
MS,F,U,GT3,T,3,2.0,services,services,other,mother,2.0,0,no,yes,no,no,yes,yes,yes,4,3.0,2,1,3,6.0,13,12.0,13,18.0,2.0,3.0,yes
MS,F,U,LE3,T,4,4.0,at_home,at_home,course,mother,1.0,0,no,yes,no,yes,yes,yes,yes,2,3.0,4,1,1,4.0,15,14.0,15,17.0,2.0,1.0,yes
MS,F,R,GT3,T,1,2.0,other,services,course,father,2.0,0,no,no,no,no,no,yes,no,3,2.0,2,1,3,0.0,13,11.0,13,17.0,2.0,2.0,no
MS,M,R,GT3,T,1,3.0,at_home,other,course,mother,2.0,0,no,yes,yes,no,yes,yes,no,3,3.0,4,2,3,2.0,8,11.0,9,18.0,2.0,4.0,no
MS,M,U,LE3,T,4,4.0,teacher,services,other,mother,1.0,0,no,no,no,no,yes,yes,yes,4,2.0,2,2,5,0.0,15,16.0,16,18.0,3.0,2.0,yes
MS,F,R,GT3,T,1,1.0,other,services,reputation,mother,3.0,1,no,yes,no,no,yes,yes,yes,5,2.0,1,1,1,0.0,8,8.0,9,17.0,1.0,2.0,yes
MS,F,U,GT3,T,2,3.0,at_home,services,course,father,1.0,0,no,yes,no,no,yes,yes,yes,5,2.0,3,1,4,0.0,10,10.0,10,18.0,1.0,2.0,yes
MS,F,R,GT3,T,4,2.0,other,teacher,other,father,3.0,0,no,yes,no,no,no,yes,yes,3,2.0,2,4,5,0.0,7,5.0,0,18.0,2.0,2.0,yes
MS,M,R,LE3,T,1,2.0,at_home,services,other,father,3.0,0,no,yes,no,yes,yes,no,yes,4,3.0,3,2,3,3.0,9,10.0,10,18.0,1.0,3.0,yes
MS,F,U,GT3,T,2,2.0,other,at_home,home,mother,1.0,0,no,no,no,yes,yes,yes,no,3,4.0,3,1,3,8.0,10,11.0,12,17.0,3.0,1.0,yes
MS,F,R,GT3,T,1,2.0,other,other,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,3,5.0,5,1,1,4.0,7,8.0,9,17.0,1.0,3.0,no
MS,F,R,LE3,T,4,4.0,other,other,reputation,mother,2.0,0,no,no,no,no,yes,yes,yes,5,4.0,4,1,1,0.0,15,17.0,17,18.0,3.0,1.0,no
MS,F,R,GT3,T,1,1.0,other,other,home,mother,4.0,0,no,no,no,no,yes,yes,yes,4,3.0,2,1,4,4.0,10,11.0,12,18.0,3.0,2.0,no
MS,F,R,GT3,T,1,1.0,at_home,other,course,other,2.0,1,no,yes,no,no,yes,yes,yes,4,3.0,3,1,3,4.0,7,8.0,9,19.0,2.0,1.0,yes
MS,F,R,LE3,T,4,4.0,teacher,services,course,mother,1.0,0,no,no,no,yes,yes,yes,yes,5,4.0,3,3,2,1.0,13,14.0,14,18.0,2.0,4.0,no
MS,F,U,GT3,T,3,3.0,other,other,home,mother,1.0,0,no,no,no,no,yes,yes,yes,4,1.0,3,1,1,1.0,16,16.0,16,18.0,2.0,2.0,yes
MS,F,R,GT3,T,3,1.0,at_home,other,reputation,mother,1.0,0,no,yes,no,yes,no,yes,yes,4,5.0,4,2,1,10.0,8,9.0,9,17.0,2.0,3.0,no
MS,M,U,GT3,T,4,4.0,teacher,teacher,home,father,1.0,0,no,no,no,yes,no,yes,yes,3,3.0,4,1,2,4.0,17,18.0,19,18.0,2.0,4.0,no
MS,M,R,GT3,T,2,1.0,other,other,other,mother,2.0,0,no,no,no,yes,no,yes,yes,4,4.0,3,1,5,0.0,7,7.0,0,18.0,1.0,3.0,yes
MS,M,U,GT3,T,2,3.0,other,services,home,father,2.0,0,no,no,no,yes,yes,yes,yes,4,4.0,3,1,3,4.0,14,15.0,16,17.0,2.0,1.0,no
MS,M,R,GT3,T,1,1.0,other,services,other,mother,2.0,1,no,no,no,no,yes,yes,no,4,3.0,2,1,5,0.0,5,8.0,0,19.0,1.0,3.0,no
MS,M,R,GT3,T,4,2.0,other,other,home,father,2.0,1,no,no,yes,no,yes,yes,no,5,4.0,3,4,3,2.0,7,7.0,0,18.0,1.0,3.0,no
MS,F,R,GT3,T,2,2.0,at_home,other,other,mother,2.0,0,no,no,no,no,yes,yes,no,5,3.0,3,1,4,0.0,14,17.0,15,18.0,2.0,3.0,no
MS,F,U,GT3,T,4,3.0,teacher,other,other,mother,2.0,0,no,no,no,no,yes,yes,yes,5,5.0,4,1,1,0.0,6,9.0,11,17.0,2.0,1.0,no
MS,F,R,GT3,T,4,4.0,teacher,at_home,reputation,mother,3.0,0,no,yes,no,yes,yes,yes,yes,4,4.0,3,2,5,4.0,7,9.0,10,18.0,2.0,2.0,yes
MS,F,R,GT3,T,2,3.0,services,other,course,mother,1.0,1,no,no,no,yes,no,yes,yes,5,4.0,2,1,5,4.0,10,11.0,10,19.0,3.0,2.0,no
MS,F,U,LE3,T,3,1.0,teacher,services,course,mother,1.0,0,no,yes,no,no,yes,yes,yes,4,3.0,4,1,1,2.0,15,15.0,16,18.0,2.0,1.0,no
MS,F,U,GT3,T,1,1.0,other,other,course,mother,2.0,0,no,no,no,yes,yes,yes,no,1,1.0,1,1,5,6.0,11,12.0,9,18.0,2.0,1.0,no
MS,M,U,LE3,T,3,1.0,services,services,course,mother,2.0,0,no,no,no,no,no,yes,yes,2,4.0,5,3,2,6.0,10,10.0,10,17.0,1.0,4.0,no
MS,M,R,LE3,T,3,2.0,services,other,course,mother,3.0,0,no,no,no,no,no,yes,yes,4,4.0,1,3,5,4.0,10,11.0,11,18.0,1.0,4.0,no
